this_is_a_report,ts,CoreId,L0,L1,L2,L3,num_pkts_done,num_alloc_pkts,num_deallocated_pkts,num_wip_packets
this_is_a_report,1704369843753329514,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369843753350294,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369843753355614,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369843753360713,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369843753365773,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369843753370822,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369843753375892,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369843753380892,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369843803456247,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369843803496924,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369843803502114,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369843803506883,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369843803511652,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369843803516272,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369843803521331,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369843803530568,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369843853610553,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369843853634389,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369843853639759,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369843853644918,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369843853649928,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369843853655027,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369843853660077,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369843853665106,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369843903737456,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369843903770018,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369843903776280,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369843903782522,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369843903788343,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369843903793312,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369843903799624,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369843903805867,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369843953875220,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369843953905628,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369843953910948,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369843953916068,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369843953921458,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369843953926427,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369843953931417,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369843953936366,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844004011862,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844004047911,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844004053902,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844004058902,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844004063972,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844004068981,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844004074011,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844004079010,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844054150578,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844054174914,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844054180785,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844054185765,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844054190985,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844054195924,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844054200853,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844054205752,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844104277101,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844104299372,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844104304703,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844104309663,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844104314692,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844104319621,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844104324561,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844104329450,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844154397922,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844154426226,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844154431666,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844154436735,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844154441756,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844154446805,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844154451895,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844154456954,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844204536758,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844204600990,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844204606991,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844204612051,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844204617030,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844204622019,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844204626879,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844204631688,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844254705981,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844254760635,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844254766175,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844254771306,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844254776526,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844254781585,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844254786645,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844254791634,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844304865607,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844304886647,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844304892137,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844304897126,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844304902036,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844304906946,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844304911895,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844304916774,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844354987931,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844355011045,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844355016294,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844355021125,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844355026014,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844355030883,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844355035752,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844355040571,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844405110446,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844405137377,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844405142837,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844405147696,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844405152627,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844405157446,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844405162325,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844405167154,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844455235335,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844455261676,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844455269781,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844455275842,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844455280852,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844455285711,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844455290610,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844455295470,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844505369372,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844505401252,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844505406844,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844505411873,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844505417013,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844505421932,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844505427041,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844505434445,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844555510873,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844555546541,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844555551931,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844555556840,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844555561930,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844555566789,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844555571748,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844555576588,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844605647634,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844605669146,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844605681459,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844605686268,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844605691208,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844605695987,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844605700806,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844605705635,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844655776411,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844655796520,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844655801609,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844655806529,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844655811308,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844655816057,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844655820886,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844655825625,7,0,0,0,0,0,0,0,0
this_is_a_report,1704369844705892605,0,0,0,0,0,0,0,0,0
this_is_a_report,1704369844705935055,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844705940395,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844705945345,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844705950334,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844705955263,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844705960222,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844705965463,7,0,0,0,0,0,0,0,0
